workerId,comment,answer,race,age,gender,politic
or3zCvp6,85,-1,White,72,Female,Republican
or3zCvp6,19,1,White,72,Female,Republican
or3zCvp6,66,1,White,72,Female,Republican
or3zCvp6,37,1,White,72,Female,Republican
or3zCvp6,49,1,White,72,Female,Republican
or3zCvp6,96,1,White,72,Female,Republican
Ogxphvp1,45,1,White,29,Female,Democrat
Ogxphvp1,106,1,White,29,Female,Democrat
Ogxphvp1,110,1,White,29,Female,Democrat
Ogxphvp1,24,1,White,29,Female,Democrat
Ogxphvp1,51,1,White,29,Female,Democrat
Ogxphvp1,12,-1,White,29,Female,Democrat
Ogxphvp1,75,1,White,29,Female,Democrat
Ogxphvp1,81,1,White,29,Female,Democrat
Ogxphvp1,1,-1,White,29,Female,Democrat
Ogxphvp1,68,1,White,29,Female,Democrat
Ogxphvp1,87,1,White,29,Female,Democrat
Ogxphvp1,7,-1,White,29,Female,Democrat
Ogxphvp1,39,1,White,29,Female,Democrat
Ogxphvp1,33,1,White,29,Female,Democrat
Ogxphvp1,54,1,White,29,Female,Democrat
Ogxphvp1,17,1,White,29,Female,Democrat
Ogxphvp1,98,1,White,29,Female,Democrat
Ogxphvp1,71,-1,White,29,Female,Democrat
Ogxphvp1,118,1,White,29,Female,Democrat
Ogxphvp1,93,-1,White,29,Female,Democrat
Ogxphvp1,47,1,White,29,Female,Democrat
Ogxphvp1,27,1,White,29,Female,Democrat
Ogxphvp1,104,1,White,29,Female,Democrat
Ogxphvp1,63,-1,White,29,Female,Democrat
yxxDRWuh,32,-1,Black,48,Female,Independent
yxxDRWuh,64,-1,Black,48,Female,Independent
yxxDRWuh,108,1,Black,48,Female,Independent
yxxDRWuh,96,1,Black,48,Female,Independent
yxxDRWuh,111,1,Black,48,Female,Independent
yxxDRWuh,71,-1,Black,48,Female,Independent
yxxDRWuh,6,-1,Black,48,Female,Independent
yxxDRWuh,110,1,Black,48,Female,Independent
yxxDRWuh,5,-1,Black,48,Female,Independent
yxxDRWuh,46,1,Black,48,Female,Independent
yxxDRWuh,19,1,Black,48,Female,Independent
yxxDRWuh,58,1,Black,48,Female,Independent
yxxDRWuh,68,1,Black,48,Female,Independent
yxxDRWuh,77,-1,Black,48,Female,Independent
yxxDRWuh,50,1,Black,48,Female,Independent
yxxDRWuh,27,-1,Black,48,Female,Independent
yxxDRWuh,92,1,Black,48,Female,Independent
yxxDRWuh,102,1,Black,48,Female,Independent
yxxDRWuh,80,1,Black,48,Female,Independent
yxxDRWuh,37,1,Black,48,Female,Independent
yxxDRWuh,49,1,Black,48,Female,Independent
yxxDRWuh,23,1,Black,48,Female,Independent
yxxDRWuh,10,-1,Black,48,Female,Independent
yxxDRWuh,82,-1,Black,48,Female,Independent
jJe1Aq0I,79,1,White,52,Female,Independent
jJe1Aq0I,87,1,White,52,Female,Independent
jJe1Aq0I,110,1,White,52,Female,Independent
jJe1Aq0I,10,-1,White,52,Female,Independent
jJe1Aq0I,16,-1,White,52,Female,Independent
jJe1Aq0I,31,1,White,52,Female,Independent
jJe1Aq0I,1,-1,White,52,Female,Independent
jJe1Aq0I,22,1,White,52,Female,Independent
jJe1Aq0I,5,-1,White,52,Female,Independent
jJe1Aq0I,55,1,White,52,Female,Independent
jJe1Aq0I,69,1,White,52,Female,Independent
jJe1Aq0I,94,1,White,52,Female,Independent
jJe1Aq0I,117,1,White,52,Female,Independent
jJe1Aq0I,20,-1,White,52,Female,Independent
jJe1Aq0I,54,1,White,52,Female,Independent
jJe1Aq0I,97,1,White,52,Female,Independent
jJe1Aq0I,61,-1,White,52,Female,Independent
jJe1Aq0I,76,1,White,52,Female,Independent
jJe1Aq0I,100,1,White,52,Female,Independent
jJe1Aq0I,30,1,White,52,Female,Independent
jJe1Aq0I,44,1,White,52,Female,Independent
jJe1Aq0I,108,1,White,52,Female,Independent
jJe1Aq0I,45,1,White,52,Female,Independent
jJe1Aq0I,83,-1,White,52,Female,Independent
SE3OvqVm,98,1,White,41,Female,Democrat
SE3OvqVm,40,1,White,41,Female,Democrat
SE3OvqVm,53,1,White,41,Female,Democrat
SE3OvqVm,29,-1,White,41,Female,Democrat
SE3OvqVm,70,-1,White,41,Female,Democrat
SE3OvqVm,81,1,White,41,Female,Democrat
SE3OvqVm,9,-1,White,41,Female,Democrat
SE3OvqVm,56,1,White,41,Female,Democrat
SE3OvqVm,2,-1,White,41,Female,Democrat
SE3OvqVm,65,-1,White,41,Female,Democrat
SE3OvqVm,100,1,White,41,Female,Democrat
SE3OvqVm,68,1,White,41,Female,Democrat
SE3OvqVm,15,-1,White,41,Female,Democrat
SE3OvqVm,95,1,White,41,Female,Democrat
SE3OvqVm,41,1,White,41,Female,Democrat
SE3OvqVm,31,1,White,41,Female,Democrat
SE3OvqVm,89,1,White,41,Female,Democrat
SE3OvqVm,72,-1,White,41,Female,Democrat
SE3OvqVm,110,1,White,41,Female,Democrat
SE3OvqVm,106,1,White,41,Female,Democrat
SE3OvqVm,119,1,White,41,Female,Democrat
SE3OvqVm,13,1,White,41,Female,Democrat
SE3OvqVm,23,1,White,41,Female,Democrat
SE3OvqVm,33,1,White,41,Female,Democrat
M7kHXlDP,4,-1,Black,31,Female,Democrat
M7kHXlDP,8,-1,Black,31,Female,Democrat
M7kHXlDP,61,-1,Black,31,Female,Democrat
M7kHXlDP,11,1,Black,31,Female,Democrat
M7kHXlDP,59,1,Black,31,Female,Democrat
M7kHXlDP,116,1,Black,31,Female,Democrat
M7kHXlDP,92,1,Black,31,Female,Democrat
M7kHXlDP,15,-1,Black,31,Female,Democrat
M7kHXlDP,71,1,Black,31,Female,Democrat
M7kHXlDP,27,1,Black,31,Female,Democrat
M7kHXlDP,89,1,Black,31,Female,Democrat
M7kHXlDP,26,1,Black,31,Female,Democrat
M7kHXlDP,53,1,Black,31,Female,Democrat
M7kHXlDP,104,1,Black,31,Female,Democrat
M7kHXlDP,44,1,Black,31,Female,Democrat
M7kHXlDP,60,-1,Black,31,Female,Democrat
M7kHXlDP,87,1,Black,31,Female,Democrat
M7kHXlDP,95,1,Black,31,Female,Democrat
M7kHXlDP,72,1,Black,31,Female,Democrat
M7kHXlDP,31,1,Black,31,Female,Democrat
M7kHXlDP,34,1,Black,31,Female,Democrat
M7kHXlDP,107,1,Black,31,Female,Democrat
M7kHXlDP,110,1,Black,31,Female,Democrat
M7kHXlDP,47,1,Black,31,Female,Democrat
2vXirUeW,4,-1,White,29,Female,Democrat
2vXirUeW,43,1,White,29,Female,Democrat
2vXirUeW,75,1,White,29,Female,Democrat
2vXirUeW,52,1,White,29,Female,Democrat
2vXirUeW,1,-1,White,29,Female,Democrat
2vXirUeW,49,1,White,29,Female,Democrat
2vXirUeW,63,-1,White,29,Female,Democrat
2vXirUeW,29,1,White,29,Female,Democrat
2vXirUeW,117,1,White,29,Female,Democrat
2vXirUeW,96,1,White,29,Female,Democrat
2vXirUeW,61,-1,White,29,Female,Democrat
2vXirUeW,81,1,White,29,Female,Democrat
2vXirUeW,22,1,White,29,Female,Democrat
2vXirUeW,19,1,White,29,Female,Democrat
2vXirUeW,94,-1,White,29,Female,Democrat
2vXirUeW,83,1,White,29,Female,Democrat
2vXirUeW,107,1,White,29,Female,Democrat
2vXirUeW,18,-1,White,29,Female,Democrat
2vXirUeW,77,1,White,29,Female,Democrat
2vXirUeW,35,1,White,29,Female,Democrat
2vXirUeW,103,1,White,29,Female,Democrat
2vXirUeW,110,1,White,29,Female,Democrat
2vXirUeW,59,1,White,29,Female,Democrat
2vXirUeW,38,1,White,29,Female,Democrat
pxIGwPyM,80,1,White,41,Female,Democrat
pxIGwPyM,21,1,White,41,Female,Democrat
pxIGwPyM,75,1,White,41,Female,Democrat
pxIGwPyM,30,1,White,41,Female,Democrat
pxIGwPyM,10,-1,White,41,Female,Democrat
pxIGwPyM,108,1,White,41,Female,Democrat
pxIGwPyM,90,1,White,41,Female,Democrat
pxIGwPyM,43,1,White,41,Female,Democrat
pxIGwPyM,111,1,White,41,Female,Democrat
pxIGwPyM,84,1,White,41,Female,Democrat
pxIGwPyM,48,1,White,41,Female,Democrat
pxIGwPyM,61,-1,White,41,Female,Democrat
pxIGwPyM,26,1,White,41,Female,Democrat
pxIGwPyM,16,-1,White,41,Female,Democrat
pxIGwPyM,77,1,White,41,Female,Democrat
pxIGwPyM,50,1,White,41,Female,Democrat
pxIGwPyM,38,1,White,41,Female,Democrat
pxIGwPyM,118,1,White,41,Female,Democrat
pxIGwPyM,67,-1,White,41,Female,Democrat
pxIGwPyM,97,1,White,41,Female,Democrat
pxIGwPyM,7,-1,White,41,Female,Democrat
pxIGwPyM,104,1,White,41,Female,Democrat
pxIGwPyM,5,-1,White,41,Female,Democrat
pxIGwPyM,56,1,White,41,Female,Democrat
aCvj4UA3,4,-1,White,37,Female,Independent
aCvj4UA3,63,-1,White,37,Female,Independent
aCvj4UA3,84,1,White,37,Female,Independent
aCvj4UA3,12,-1,White,37,Female,Independent
aCvj4UA3,34,1,White,37,Female,Independent
aCvj4UA3,67,-1,White,37,Female,Independent
aCvj4UA3,48,1,White,37,Female,Independent
aCvj4UA3,105,1,White,37,Female,Independent
aCvj4UA3,32,1,White,37,Female,Independent
aCvj4UA3,98,1,White,37,Female,Independent
aCvj4UA3,21,1,White,37,Female,Independent
aCvj4UA3,108,1,White,37,Female,Independent
aCvj4UA3,72,-1,White,37,Female,Independent
aCvj4UA3,44,1,White,37,Female,Independent
aCvj4UA3,26,1,White,37,Female,Independent
aCvj4UA3,92,1,White,37,Female,Independent
aCvj4UA3,81,1,White,37,Female,Independent
aCvj4UA3,116,1,White,37,Female,Independent
aCvj4UA3,9,-1,White,37,Female,Independent
aCvj4UA3,53,1,White,37,Female,Independent
aCvj4UA3,15,-1,White,37,Female,Independent
aCvj4UA3,57,1,White,37,Female,Independent
aCvj4UA3,112,1,White,37,Female,Independent
aCvj4UA3,77,1,White,37,Female,Independent
RDlFgOMu,28,1,White,52,Female,Democrat
RDlFgOMu,53,1,White,52,Female,Democrat
RDlFgOMu,91,1,White,52,Female,Democrat
RDlFgOMu,11,1,White,52,Female,Democrat
RDlFgOMu,10,-1,White,52,Female,Democrat
RDlFgOMu,83,1,White,52,Female,Democrat
RDlFgOMu,22,-1,White,52,Female,Democrat
RDlFgOMu,2,-1,White,52,Female,Democrat
RDlFgOMu,39,1,White,52,Female,Democrat
RDlFgOMu,55,1,White,52,Female,Democrat
RDlFgOMu,38,1,White,52,Female,Democrat
RDlFgOMu,80,1,White,52,Female,Democrat
RDlFgOMu,48,1,White,52,Female,Democrat
RDlFgOMu,104,1,White,52,Female,Democrat
RDlFgOMu,78,1,White,52,Female,Democrat
RDlFgOMu,75,1,White,52,Female,Democrat
RDlFgOMu,46,1,White,52,Female,Democrat
RDlFgOMu,63,1,White,52,Female,Democrat
RDlFgOMu,119,1,White,52,Female,Democrat
RDlFgOMu,94,1,White,52,Female,Democrat
RDlFgOMu,4,-1,White,52,Female,Democrat
RDlFgOMu,100,1,White,52,Female,Democrat
RDlFgOMu,64,-1,White,52,Female,Democrat
RDlFgOMu,117,1,White,52,Female,Democrat
rAo4HzgV,7,-1,White,64,Female,Democrat
rAo4HzgV,39,1,White,64,Female,Democrat
rAo4HzgV,67,-1,White,64,Female,Democrat
rAo4HzgV,98,1,White,64,Female,Democrat
rAo4HzgV,49,1,White,64,Female,Democrat
rAo4HzgV,38,1,White,64,Female,Democrat
rAo4HzgV,5,-1,White,64,Female,Democrat
rAo4HzgV,27,-1,White,64,Female,Democrat
rAo4HzgV,66,1,White,64,Female,Democrat
rAo4HzgV,58,1,White,64,Female,Democrat
rAo4HzgV,44,1,White,64,Female,Democrat
rAo4HzgV,105,1,White,64,Female,Democrat
rAo4HzgV,97,1,White,64,Female,Democrat
rAo4HzgV,78,1,White,64,Female,Democrat
rAo4HzgV,118,1,White,64,Female,Democrat
rAo4HzgV,16,-1,White,64,Female,Democrat
rAo4HzgV,55,1,White,64,Female,Democrat
rAo4HzgV,86,1,White,64,Female,Democrat
rAo4HzgV,13,1,White,64,Female,Democrat
rAo4HzgV,26,1,White,64,Female,Democrat
rAo4HzgV,114,1,White,64,Female,Democrat
rAo4HzgV,106,1,White,64,Female,Democrat
rAo4HzgV,71,-1,White,64,Female,Democrat
rAo4HzgV,83,1,White,64,Female,Democrat
klsijggx,86,1,White,56,Female,Democrat
klsijggx,56,1,White,56,Female,Democrat
klsijggx,32,1,White,56,Female,Democrat
klsijggx,19,1,White,56,Female,Democrat
klsijggx,72,-1,White,56,Female,Democrat
klsijggx,104,1,White,56,Female,Democrat
klsijggx,28,1,White,56,Female,Democrat
klsijggx,111,1,White,56,Female,Democrat
klsijggx,48,1,White,56,Female,Democrat
klsijggx,17,-1,White,56,Female,Democrat
klsijggx,57,1,White,56,Female,Democrat
klsijggx,87,1,White,56,Female,Democrat
klsijggx,78,1,White,56,Female,Democrat
klsijggx,63,-1,White,56,Female,Democrat
klsijggx,103,-1,White,56,Female,Democrat
klsijggx,6,-1,White,56,Female,Democrat
klsijggx,21,-1,White,56,Female,Democrat
klsijggx,118,1,White,56,Female,Democrat
klsijggx,42,1,White,56,Female,Democrat
klsijggx,31,1,White,56,Female,Democrat
klsijggx,61,-1,White,56,Female,Democrat
klsijggx,8,-1,White,56,Female,Democrat
klsijggx,99,1,White,56,Female,Democrat
klsijggx,93,-1,White,56,Female,Democrat
kaA9PjuM,95,1,White,34,Female,Republican
kaA9PjuM,47,1,White,34,Female,Republican
kaA9PjuM,114,1,White,34,Female,Republican
kaA9PjuM,26,1,White,34,Female,Republican
kaA9PjuM,87,1,White,34,Female,Republican
kaA9PjuM,41,1,White,34,Female,Republican
kaA9PjuM,14,-1,White,34,Female,Republican
kaA9PjuM,18,-1,White,34,Female,Republican
kaA9PjuM,9,-1,White,34,Female,Republican
kaA9PjuM,34,1,White,34,Female,Republican
kaA9PjuM,7,-1,White,34,Female,Republican
kaA9PjuM,108,1,White,34,Female,Republican
kaA9PjuM,112,1,White,34,Female,Republican
kaA9PjuM,58,1,White,34,Female,Republican
kaA9PjuM,36,1,White,34,Female,Republican
kaA9PjuM,92,1,White,34,Female,Republican
kaA9PjuM,24,1,White,34,Female,Republican
kaA9PjuM,78,1,White,34,Female,Republican
kaA9PjuM,105,1,White,34,Female,Republican
kaA9PjuM,51,1,White,34,Female,Republican
kaA9PjuM,81,1,White,34,Female,Republican
kaA9PjuM,65,-1,White,34,Female,Republican
kaA9PjuM,60,-1,White,34,Female,Republican
kaA9PjuM,73,-1,White,34,Female,Republican
JjoKFlhk,49,1,White,48,Female,Independent
JjoKFlhk,32,1,White,48,Female,Independent
JjoKFlhk,100,1,White,48,Female,Independent
JjoKFlhk,13,-1,White,48,Female,Independent
JjoKFlhk,85,-1,White,48,Female,Independent
JjoKFlhk,3,-1,White,48,Female,Independent
JjoKFlhk,110,1,White,48,Female,Independent
JjoKFlhk,37,1,White,48,Female,Independent
JjoKFlhk,99,1,White,48,Female,Independent
JjoKFlhk,9,-1,White,48,Female,Independent
JjoKFlhk,97,1,White,48,Female,Independent
JjoKFlhk,63,-1,White,48,Female,Independent
JjoKFlhk,29,-1,White,48,Female,Independent
JjoKFlhk,41,1,White,48,Female,Independent
JjoKFlhk,71,-1,White,48,Female,Independent
JjoKFlhk,106,1,White,48,Female,Independent
JjoKFlhk,82,1,White,48,Female,Independent
JjoKFlhk,76,1,White,48,Female,Independent
JjoKFlhk,53,1,White,48,Female,Independent
JjoKFlhk,23,1,White,48,Female,Independent
JjoKFlhk,51,1,White,48,Female,Independent
JjoKFlhk,112,1,White,48,Female,Independent
JjoKFlhk,12,-1,White,48,Female,Independent
JjoKFlhk,64,-1,White,48,Female,Independent
uu2vp8br,39,1,White,34,Female,Democrat
uu2vp8br,20,-1,White,34,Female,Democrat
uu2vp8br,50,1,White,34,Female,Democrat
uu2vp8br,81,1,White,34,Female,Democrat
uu2vp8br,27,-1,White,34,Female,Democrat
uu2vp8br,111,1,White,34,Female,Democrat
uu2vp8br,63,1,White,34,Female,Democrat
uu2vp8br,13,-1,White,34,Female,Democrat
uu2vp8br,100,1,White,34,Female,Democrat
uu2vp8br,71,-1,White,34,Female,Democrat
uu2vp8br,116,1,White,34,Female,Democrat
uu2vp8br,44,1,White,34,Female,Democrat
uu2vp8br,85,-1,White,34,Female,Democrat
uu2vp8br,10,-1,White,34,Female,Democrat
uu2vp8br,7,-1,White,34,Female,Democrat
uu2vp8br,47,1,White,34,Female,Democrat
uu2vp8br,60,-1,White,34,Female,Democrat
uu2vp8br,98,1,White,34,Female,Democrat
uu2vp8br,70,-1,White,34,Female,Democrat
uu2vp8br,1,-1,White,34,Female,Democrat
uu2vp8br,31,-1,White,34,Female,Democrat
uu2vp8br,108,1,White,34,Female,Democrat
uu2vp8br,95,-1,White,34,Female,Democrat
uu2vp8br,57,1,White,34,Female,Democrat
lEs3w2ne,89,-1,White,41,Female,Democrat
lEs3w2ne,19,1,White,41,Female,Democrat
lEs3w2ne,25,1,White,41,Female,Democrat
lEs3w2ne,4,-1,White,41,Female,Democrat
lEs3w2ne,42,1,White,41,Female,Democrat
lEs3w2ne,79,-1,White,41,Female,Democrat
lEs3w2ne,83,-1,White,41,Female,Democrat
lEs3w2ne,39,1,White,41,Female,Democrat
lEs3w2ne,57,1,White,41,Female,Democrat
lEs3w2ne,62,-1,White,41,Female,Democrat
lEs3w2ne,66,-1,White,41,Female,Democrat
lEs3w2ne,52,1,White,41,Female,Democrat
lEs3w2ne,43,1,White,41,Female,Democrat
lEs3w2ne,115,1,White,41,Female,Democrat
lEs3w2ne,24,-1,White,41,Female,Democrat
lEs3w2ne,101,1,White,41,Female,Democrat
lEs3w2ne,118,1,White,41,Female,Democrat
lEs3w2ne,18,-1,White,41,Female,Democrat
lEs3w2ne,32,1,White,41,Female,Democrat
lEs3w2ne,94,-1,White,41,Female,Democrat
lEs3w2ne,75,1,White,41,Female,Democrat
lEs3w2ne,91,-1,White,41,Female,Democrat
lEs3w2ne,7,-1,White,41,Female,Democrat
lEs3w2ne,102,1,White,41,Female,Democrat
zpbTKZR8,4,-1,White,48,Female,Independent
zpbTKZR8,14,-1,White,48,Female,Independent
zpbTKZR8,2,-1,White,48,Female,Independent
zpbTKZR8,17,-1,White,48,Female,Independent
zpbTKZR8,36,1,White,48,Female,Independent
zpbTKZR8,20,-1,White,48,Female,Independent
zpbTKZR8,40,1,White,48,Female,Independent
zpbTKZR8,58,1,White,48,Female,Independent
zpbTKZR8,48,1,White,48,Female,Independent
zpbTKZR8,25,1,White,48,Female,Independent
zpbTKZR8,32,1,White,48,Female,Independent
zpbTKZR8,57,1,White,48,Female,Independent
zpbTKZR8,66,-1,White,48,Female,Independent
zpbTKZR8,62,-1,White,48,Female,Independent
zpbTKZR8,72,-1,White,48,Female,Independent
zpbTKZR8,74,-1,White,48,Female,Independent
zpbTKZR8,89,1,White,48,Female,Independent
zpbTKZR8,83,-1,White,48,Female,Independent
zpbTKZR8,113,1,White,48,Female,Independent
zpbTKZR8,104,1,White,48,Female,Independent
zpbTKZR8,90,1,White,48,Female,Independent
zpbTKZR8,119,1,White,48,Female,Independent
zpbTKZR8,101,1,White,48,Female,Independent
zpbTKZR8,93,-1,White,48,Female,Independent
fwutpoxJ,17,1,White,42,Female,Democrat
fwutpoxJ,32,1,White,42,Female,Democrat
fwutpoxJ,19,1,White,42,Female,Democrat
fwutpoxJ,47,1,White,42,Female,Democrat
fwutpoxJ,1,-1,White,42,Female,Democrat
fwutpoxJ,3,-1,White,42,Female,Democrat
fwutpoxJ,71,1,White,42,Female,Democrat
fwutpoxJ,70,1,White,42,Female,Democrat
fwutpoxJ,118,1,White,42,Female,Democrat
fwutpoxJ,22,1,White,42,Female,Democrat
fwutpoxJ,109,1,White,42,Female,Democrat
fwutpoxJ,116,1,White,42,Female,Democrat
fwutpoxJ,48,1,White,42,Female,Democrat
fwutpoxJ,23,1,White,42,Female,Democrat
fwutpoxJ,62,-1,White,42,Female,Democrat
fwutpoxJ,92,1,White,42,Female,Democrat
fwutpoxJ,63,-1,White,42,Female,Democrat
fwutpoxJ,53,1,White,42,Female,Democrat
fwutpoxJ,98,1,White,42,Female,Democrat
fwutpoxJ,85,1,White,42,Female,Democrat
fwutpoxJ,39,1,White,42,Female,Democrat
fwutpoxJ,51,1,White,42,Female,Democrat
fwutpoxJ,84,1,White,42,Female,Democrat
fwutpoxJ,102,1,White,42,Female,Democrat
D2dzUVEj,106,1,White,31,Female,Democrat
D2dzUVEj,0,-1,White,31,Female,Democrat
D2dzUVEj,52,1,White,31,Female,Democrat
D2dzUVEj,66,-1,White,31,Female,Democrat
D2dzUVEj,17,1,White,31,Female,Democrat
D2dzUVEj,86,-1,White,31,Female,Democrat
D2dzUVEj,72,-1,White,31,Female,Democrat
D2dzUVEj,91,-1,White,31,Female,Democrat
D2dzUVEj,48,1,White,31,Female,Democrat
D2dzUVEj,56,1,White,31,Female,Democrat
D2dzUVEj,78,1,White,31,Female,Democrat
D2dzUVEj,27,-1,White,31,Female,Democrat
D2dzUVEj,49,1,White,31,Female,Democrat
D2dzUVEj,65,-1,White,31,Female,Democrat
D2dzUVEj,117,1,White,31,Female,Democrat
D2dzUVEj,37,1,White,31,Female,Democrat
D2dzUVEj,32,1,White,31,Female,Democrat
D2dzUVEj,8,-1,White,31,Female,Democrat
D2dzUVEj,21,-1,White,31,Female,Democrat
D2dzUVEj,19,-1,White,31,Female,Democrat
D2dzUVEj,82,-1,White,31,Female,Democrat
D2dzUVEj,118,1,White,31,Female,Democrat
D2dzUVEj,103,-1,White,31,Female,Democrat
D2dzUVEj,99,1,White,31,Female,Democrat
FIadYu2j,43,1,White,47,Female,Democrat
FIadYu2j,119,1,White,47,Female,Democrat
FIadYu2j,12,-1,White,47,Female,Democrat
FIadYu2j,91,1,White,47,Female,Democrat
FIadYu2j,109,1,White,47,Female,Democrat
FIadYu2j,117,1,White,47,Female,Democrat
FIadYu2j,105,1,White,47,Female,Democrat
FIadYu2j,80,1,White,47,Female,Democrat
FIadYu2j,50,1,White,47,Female,Democrat
FIadYu2j,87,1,White,47,Female,Democrat
FIadYu2j,98,1,White,47,Female,Democrat
FIadYu2j,17,1,White,47,Female,Democrat
FIadYu2j,55,1,White,47,Female,Democrat
FIadYu2j,67,-1,White,47,Female,Democrat
FIadYu2j,44,1,White,47,Female,Democrat
FIadYu2j,61,-1,White,47,Female,Democrat
FIadYu2j,2,-1,White,47,Female,Democrat
FIadYu2j,27,-1,White,47,Female,Democrat
FIadYu2j,38,1,White,47,Female,Democrat
FIadYu2j,73,-1,White,47,Female,Democrat
FIadYu2j,71,-1,White,47,Female,Democrat
FIadYu2j,3,-1,White,47,Female,Democrat
FIadYu2j,33,1,White,47,Female,Democrat
FIadYu2j,26,-1,White,47,Female,Democrat
nGolGr5r,6,-1,White,56,Female,Republican
nGolGr5r,59,1,White,56,Female,Republican
nGolGr5r,83,1,White,56,Female,Republican
nGolGr5r,22,1,White,56,Female,Republican
nGolGr5r,92,1,White,56,Female,Republican
nGolGr5r,81,1,White,56,Female,Republican
nGolGr5r,73,-1,White,56,Female,Republican
nGolGr5r,79,-1,White,56,Female,Republican
nGolGr5r,50,1,White,56,Female,Republican
nGolGr5r,101,1,White,56,Female,Republican
nGolGr5r,34,1,White,56,Female,Republican
nGolGr5r,114,1,White,56,Female,Republican
nGolGr5r,68,1,White,56,Female,Republican
nGolGr5r,8,-1,White,56,Female,Republican
nGolGr5r,38,1,White,56,Female,Republican
nGolGr5r,46,1,White,56,Female,Republican
nGolGr5r,11,1,White,56,Female,Republican
nGolGr5r,97,1,White,56,Female,Republican
nGolGr5r,10,-1,White,56,Female,Republican
nGolGr5r,21,1,White,56,Female,Republican
nGolGr5r,100,1,White,56,Female,Republican
nGolGr5r,116,1,White,56,Female,Republican
nGolGr5r,67,-1,White,56,Female,Republican
nGolGr5r,43,1,White,56,Female,Republican
LOC4oWpD,11,1,Black,51,Female,Democrat
LOC4oWpD,109,1,Black,51,Female,Democrat
LOC4oWpD,21,1,Black,51,Female,Democrat
LOC4oWpD,75,1,Black,51,Female,Democrat
LOC4oWpD,7,-1,Black,51,Female,Democrat
LOC4oWpD,115,1,Black,51,Female,Democrat
LOC4oWpD,111,1,Black,51,Female,Democrat
LOC4oWpD,74,-1,Black,51,Female,Democrat
LOC4oWpD,67,-1,Black,51,Female,Democrat
LOC4oWpD,42,1,Black,51,Female,Democrat
LOC4oWpD,3,-1,Black,51,Female,Democrat
LOC4oWpD,36,1,Black,51,Female,Democrat
